BITCH2017-10-01T19:58:46 : 127.0.0.1:51924 GET http://127.0.0.1:59535/nammi : 200
BITCH2017-10-01T19:58:46 : 127.0.0.1:52436 GET http://127.0.0.1:59535/favicon.ico : 200
2017-10-01T19:59:29 : 127.0.0.1:53972 GET http://127.0.0.1:59535/nammi : 200
2017-10-01T19:59:29 : 127.0.0.1:54484 GET http://127.0.0.1:59535/favicon.ico : 200
2017-10-01T19:59:56 : 127.0.0.1:55508 PUT http://127.0.0.1:59535/ : 405
2017-10-01T20:03:32 : 127.0.0.1:63700 PUT http://127.0.0.1:59535/ : 405
2017-10-01T20:05:07 : 127.0.0.1:5845 POST http://127.0.0.1:59535/ : 200
2017-10-01T20:05:22 : 127.0.0.1:6357 POST http://127.0.0.1:59535/ : 200
2017-10-01T20:05:47 : 127.0.0.1:6869 POST http://127.0.0.1:59535/ : 200
2017-10-01T20:06:54 : 127.0.0.1:12501 GET http://127.0.0.1:59535/nammi : 200
2017-10-01T20:06:54 : 127.0.0.1:13013 GET http://127.0.0.1:59535/favicon.ico : 200
2017-10-01T20:13:04 : 127.0.0.1:24277 POST http://127.0.0.1:59535/ : 200
2017-10-01T20:15:22 : 127.0.0.1:25301 GET http:///nammi : 400
2017-10-01T20:15:23 : 127.0.0.1:25813 GET http:///favicon.ico : 400
2017-10-01T20:16:08 : 127.0.0.1:27349 POST http://127.0.0.1:59535/ : 200
2017-10-01T20:19:22 : 127.0.0.1:29909 POST http://127.0.0.1:59535/ : 200
2017-10-01T20:20:04 : 127.0.0.1:30421 POST http://127.0.0.1:59535/ : 200
2017-10-01T20:21:33 : 127.0.0.1:36565 POST http://127.0.0.1:59535/ : 200
2017-10-01T20:25:55 : 127.0.0.1:39637 POST http://127.0.0.1:59535/ : 200
2017-10-01T20:26:48 : 127.0.0.1:44245 POST http://127.0.0.1:59535/ : 200
2017-10-01T20:27:22 : 127.0.0.1:47829 POST http://127.0.0.1:59535/ : 200
2017-10-01T20:29:54 : 127.0.0.1:50389 POST http://127.0.0.1:59535/ : 200
2017-10-01T20:31:00 : 127.0.0.1:51925 POST http://127.0.0.1:59535/ : 200
2017-10-01T20:31:41 : 127.0.0.1:52437 POST http://127.0.0.1:59535/ : 200
2017-10-01T20:49:28 : 127.0.0.1:23766 POST http://127.0.0.1:59535/ : 200
2017-10-01T20:49:55 : 127.0.0.1:24278 GET http://127.0.0.1:59535/nammi : 200
2017-10-01T20:49:55 : 127.0.0.1:24790 GET http://127.0.0.1:59535/favicon.ico : 200
2017-10-01T20:50:10 : 127.0.0.1:25302 GET http://127.0.0.1:59535/favicon.ico : 200
2017-10-01T20:50:11 : 127.0.0.1:25814 GET http://127.0.0.1:59535/nammi : 200
2017-10-01T20:50:11 : 127.0.0.1:26326 GET http://127.0.0.1:59535/favicon.ico : 200
2017-10-01T20:50:13 : 127.0.0.1:26838 GET http://127.0.0.1:59535/nammi : 200
